seq,part,UNID,kind,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,term,desc,card,n,code,level,ABIEcode,XPath,d1,d2,d3,d4,SemPath
599,明細部,UN01005585,BBIE,,,,,,,,,,CI_ Referenced_ Document. Line. Identifier,,,（明細行参照）インボイス対象物明細行ID,この明細行が参照するインボイス対象物の明細行ID,1..1,,JC73_JC13_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ LineID,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_03
600,明細部,UN01005586,BBIE,,,,,,,,,,CI_ Referenced_ Document. Reference_ Type. Code,,,（明細行参照）文書参照タイプコード,この明細行が参照する文書の参照タイプを識別するコード。,0..1,,JC73_JC13_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ ReferenceTypeCode,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_04
601,明細部,UN01005588,BBIE,,,,,,,,,,CI_ Referenced_ Document. Revision_ Identification. Identifier,,,（明細行参照）インボイス対象物履歴ID,この明細行が参照するインボイス対象物の変更履歴を管理するID。,0..1,,JC73_JC13_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ RevisionID,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_05
602,明細部,UN01009672,BBIE,,,,,,,,,,CI_ Referenced_ Document. Type. Code,,,（明細行参照）文書タイプコード,この明細行が参照する文書タイプを識別するコード,0..1,,JC73_JC13_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ TypeCode,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_06
603,明細部,UN01014899,BBIE,,,,,,,,,,CI_ Referenced_ Document. Subtype. Code,,,（明細行参照）文書サブタイプコード,この明細行が参照する文書の文書サブタイプコード,0..1,,JC73_JC13_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ InvoiceReferencedCIReferencedDocument/ SubtypeCode,JC44_JC4f,JC6e_JC62,JC73_JC13,,/JC00/JC44_JC4f/JC6e_JC62/JC73_JC13/JC73_JC13_07
604,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,明細行決裁／返金グループ,明細行の返金に関するグループ,0..n,n,JC75_8_JC1b,3,14644_Allowance_05706,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b
605,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,明細行返金クラス,明細行返金のクラス,－,,,,,,,,,,
606,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,明細行返金・追加請求判別子    =返金（Fault）,明細行返金・追加請求判別子    =返金（Fault）,1..1,,JC75_8_JC1b_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ChargeIndicator,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_01
607,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,明細行返金計算率,明細行返金計算率,0..1,,JC75_8_JC1b_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CalculationPercent,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_02
608,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,明細行返金金額,明細行返金金額,0..1,,JC75_8_JC1b_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ActualAmount,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_03
609,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,明細行返金理由コード,明細行返金理由コード,0..1,,JC75_8_JC1b_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ReasonCode,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_04
610,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,明細行返金理由,明細行返金理由,0..1,,JC75_8_JC1b_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ Reason,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_05
611,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,明細行返金計算根拠金額,明細行返金計算根拠金額,0..1,,JC75_8_JC1b_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ BasisAmount,JC44_JC4f,JC6e_JC62,JC75_8_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_8_JC1b/JC75_8_JC1b_06
612,明細部,UN01014644,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Trade_ Allowance Charge,,,,,明細行決裁／追加請求グループ,明細行決裁／追加請求グループ,0..n,n,JC75_9_JC1b,3,14644_Charge_05706,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b
613,明細部,UN01005706,ABIE,,,,,,,,,CI_ Trade_ Allowance Charge. Details,,,,明細行追加請求クラス,明細行追加請求クラス,－,,,,,,,,,,
614,明細部,UN01005707,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Charge. Indicator,,,明細行返金・追加請求判別子    =追加請求（True）,明細行返金・追加請求判別子    =返金（Fault）,1..1,,JC75_9_JC1b_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ChargeIndicator,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_01
615,明細部,UN01005710,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Calculation. Percent,,,明細行追加請求計算率,この明細行追加請求を計算するための率,0..1,,JC75_9_JC1b_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ CalculationPercent,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_02
616,明細部,UN01005713,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Actual. Amount,,,明細行追加請求金額,この明細行の追加請求金額。,0..1,,JC75_9_JC1b_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ActualAmount,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_03
617,明細部,UN01005714,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Code,,,明細行追加請求理由コード,この明細行の追加請求理由を識別するコード,0..1,,JC75_9_JC1b_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ ReasonCode,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_04
618,明細部,UN01005715,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Reason. Text,,,明細行追加請求理由,この明細行の追加請求理由（内容）の説明,0..1,,JC75_9_JC1b_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ Reason,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_05
619,明細部,UN01008286,BBIE,,,,,,,,,,CI_ Trade_ Allowance Charge. Basis. Amount,,,明細行追加請求計算根拠金額,この明細行追加請求の計算根拠となる金額,0..1,,JC75_9_JC1b_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCITradeAllowanceCharge/ BasisAmount,JC44_JC4f,JC6e_JC62,JC75_9_JC1b,,/JC00/JC44_JC4f/JC6e_JC62/JC75_9_JC1b/JC75_9_JC1b_06
620,明細部,UN01014643,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Specified. CI_ Financial_ Adjustment,,,,,明細行決済／調整グループ,明細行決済の調整に関するグループ,0..n,n,JC74_JC0f,3,14643_05487,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCIFinancialAdjustment,JC44_JC4f,JC6e_JC62,JC74_JC0f,,/JC00/JC44_JC4f/JC6e_JC62/JC74_JC0f
621,明細部,UN01005487,ABIE,,,,,,,,,CI_ Financial_ Adjustment. Details,,,,明細行調整クラス,明細行の調整に関する情報からなるクラス,－,,,,,,,,,,
622,明細部,UN01005488,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Code,,,明細行調整理由コード,この明細行の調整理由を示す識別コード,0..1,,JC74_JC0f_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCIFinancialAdjustment/ ReasonCode,JC44_JC4f,JC6e_JC62,JC74_JC0f,,/JC00/JC44_JC4f/JC6e_JC62/JC74_JC0f/JC74_JC0f_01
623,明細部,UN01005489,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Reason. Text,,,明細行調整理由,この明細行の調整理由を文字で表現した内容,0..1,,JC74_JC0f_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCIFinancialAdjustment/ Reason,JC44_JC4f,JC6e_JC62,JC74_JC0f,,/JC00/JC44_JC4f/JC6e_JC62/JC74_JC0f/JC74_JC0f_02
624,明細部,UN01005490,BBIE,,,,,,,,,,CI_ Financial_ Adjustment. Actual. Amount,,,明細行調整金額,この明細行の調整金額 調整ユースケースの場合は必須,0..1,,JC74_JC0f_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ SpecifiedCIFinancialAdjustment/ ActualAmount,JC44_JC4f,JC6e_JC62,JC74_JC0f,,/JC00/JC44_JC4f/JC6e_JC62/JC74_JC0f/JC74_JC0f_03
625,明細部,UN01014894,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Billing. CI_ Specified_ Period,,,,,明細行／取引期間グループ,明細行の取引期間に関するグループ,1..1,1,JC76_JC14,3,14894_05608,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ BillingCISpecifiedPeriod,JC44_JC4f,JC6e_JC62,JC76_JC14,,/JC00/JC44_JC4f/JC6e_JC62/JC76_JC14
626,明細部,UN01005608,ABIE,,,,,,,,,CI_ Specified_ Period. Details,,,,明細行取引期間クラス,明細行の取引期間に関する情報からなるクラス,－,,,,,,,,,,
627,明細部,UN01005612,BBIE,,,,,,,,,,CI_ Specified_ Period. Start. Date Time,,,明細行取引開始日,この明細行の取引開始日,0..1,,JC76_JC14_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ BillingCISpecifiedPeriod/ StartDateTime,JC44_JC4f,JC6e_JC62,JC76_JC14,,/JC00/JC44_JC4f/JC6e_JC62/JC76_JC14/JC76_JC14_01
628,明細部,UN01005613,BBIE,,,,,,,,,,CI_ Specified_ Period. End. Date Time,,,明細行取引終了日,この明細行の取引終了日,1..1,,JC76_JC14_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ BillingCISpecifiedPeriod/ EndDateTime,JC44_JC4f,JC6e_JC62,JC76_JC14,,/JC00/JC44_JC4f/JC6e_JC62/JC76_JC14/JC76_JC14_02
629,明細部,UN01015534,ASBIE,,,,,,,,CIILB_ Supply Chain_ Trade Settlement. Purchase_ Specified. CI_ Trade_ Accounting Account,,,,,明細行／購買アカウントグループ,この明細行の購買会計アカウントに関するグループ,0..1,1,JC7d_JC19,3,15534_05680,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ PurchaseSpecifiedCITradeAccountingAccount,JC44_JC4f,JC6e_JC62,JC7d_JC19,,/JC00/JC44_JC4f/JC6e_JC62/JC7d_JC19
630,明細部,UN01005680,ABIE,,,,,,,,,CI_ Trade_ Accounting Account. Details,,,,明細行購買会計アカウントクラス,明細行購買会計アカウントに関するクラス,－,,,,,,,,,,
631,明細部,UN01005683,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Type. Code,,,明細行購買会計アカウントタイプコード,売り手が付与する買い手の明細行購買会計アカウント,0..1,,JC7d_JC19_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ PurchaseSpecifiedCITradeAccountingAccount/ TypeCode,JC44_JC4f,JC6e_JC62,JC7d_JC19,,/JC00/JC44_JC4f/JC6e_JC62/JC7d_JC19/JC7d_JC19_01
632,明細部,UN01005685,BBIE,,,,,,,,,,CI_ Trade_ Accounting Account. Name. Text,,,明細行購買会計アカウント名,買い手の明細行購買会計アカウント名,0..1,,JC7d_JC19_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ SpecifiedCIILBSupplyChainTradeSettlement/ PurchaseSpecifiedCITradeAccountingAccount/ Name,JC44_JC4f,JC6e_JC62,JC7d_JC19,,/JC00/JC44_JC4f/JC6e_JC62/JC7d_JC19/JC7d_JC19_02
633,明細部,UN01010016,ASBIE,,,,,,CIILB_ Subordinate_ Trade Line Item. Applicable. CI_ Trade_ Product,,,,,,,明細行／取引品目グループ,明細行の取引品目に関するグループ,1..1,1,JC70_JC29,3,10016_05809,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29
634,明細部,UN01005809,ABIE,,,,,,,CI_ Trade_ Product. Details,,,,,,取引品目クラス,取引品目に関する情報からなるクラス。, -,,,,,,,,,,
635,明細部,UN01005810,BBIE,,,,,,,,CI_ Trade_ Product. Identification. Identifier,,,,,品目ID,品目名を特定するために付与したID,0..1,,JC70_JC29_01,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ ID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_01
636,明細部,UN01005811,BBIE,,,,,,,,CI_ Trade_ Product. Global_ Identification. Identifier,,,,,グローバル品目ID,GTIN、JANIDなどの国際的に登録された品目ID,0..1,,JC70_JC29_02,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ GlobalID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_02
637,明細部,UN01005812,BBIE,,,,,,,,CI_ Trade_ Product. Seller Assigned_ Identification. Identifier,,,,,受注者品目ID,受注者が品目を特定するために付与したID,0..1,,JC70_JC29_03,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ SellerAssignedID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_03
638,明細部,UN01005813,BBIE,,,,,,,,CI_ Trade_ Product. Buyer Assigned_ Identification. Identifier,,,,,発注者品目ID,発注者が品目を特定するために付与したID,0..1,,JC70_JC29_04,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ BuyerAssignedID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_04
639,明細部,UN01005814,BBIE,,,,,,,,CI_ Trade_ Product. Manufacturer Assigned_ Identification. Identifier,,,,,メーカー品目ID,品目を特定するために製造者が付与したID,0..1,,JC70_JC29_05,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ ManufacturerAssignedID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_05
640,明細部,UN01005815,BBIE,,,,,,,,CI_ Trade_ Product. Name. Text,,,,,品目名,この取引品目の名称。,1..1,,JC70_JC29_06,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ Name,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_06
641,明細部,UN01005817,BBIE,,,,,,,,CI_ Trade_ Product. Description. Text,,,,,品目摘要,この取引品目内容を文字で説明したもの,0..1,,JC70_JC29_07,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ Description,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_07
642,明細部,UN01008533,BBIE,,,,,,,,CI_ Trade_ Product. Variable Measure. Indicator,,,,,品目数量単位判別子,品目数量単位の区分（定貫品目、不定貫品目、ハイブリッド品目、実測不定貫品目、実測ハイブリッド品目）の判別子。デフォルトは定貫品目,0..1,,JC70_JC29_08,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ VariableMeasureIndicator,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_08
643,明細部,UN01005823,ASBIE,,,,,,,,CI_ Trade_ Product. Designated. CI_ Product_ Classification,,,,,取引品目クラス／品目分類グループ,取引品目の品目分類のグループ,0..1,,,,,,,,,,
644,明細部,UN01005573,ABIE,,,,,,,,,CI_ Product_ Classification. Details,,,,品目分類クラス,取引品目の分類に関するクラス, -,,,,,,,,,,
645,明細部,UN01005574,BBIE,,,,,,,,,,CI_ Product_ Classification. System. Identifier,,,品目分類,この取引品目の分類のID,0..1,,JC70_JC29_09,,,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ DesignatedCIProductClassification/ SystemID,JC44_JC4f,JC6e_JC62,JC70_JC29,,/JC00/JC44_JC4f/JC6e_JC62/JC70_JC29/JC70_JC29_09
646,明細部,UN01005821,ASBIE,,,,,,,,CI_ Trade_ Product. Applicable. CI_ Product_ Characteristic,,,,,取引品目クラス／品目特性グループ,取引品目の特性に関するグループ,0..n,n,JC2a_JC11,3,05821_05567,/ SMEInvoice/ CIIHSupplyChainTradeTransaction/ IncludedCIILSupplyChainTradeLineItem/ SubordinateCIILBSubordinateTradeLineItem/ ApplicableCITradeProduct/ ApplicableCIProductCharacteristic,JC44_JC4f,JC6e_JC62,JC2a_JC11,,/JC00/JC44_JC4f/JC6e_JC62/JC2a_JC11
