num,GL,GL詳細,借方勘定科目セグメント,貸方勘定科目セグメント,事業セグメント,仕訳ID,ソースコード,ソース説明,ERPサブレジャーモジュール,システムマニュアル識別子,作成者ユーザーID,作成日,仕訳エントリタイプコード,仕訳エントリ行説明,記帳日,通貨コード,借方勘定科目番号,借方勘定科目名,借方財務諸表キャプション,借方金額,借方勘定科目セグメント番号,借方勘定科目セグメントコード,借方勘定科目セグメント名,貸方勘定科目番号,貸方勘定科目名,貸方財務諸表キャプション,貸方金額,貸方勘定科目セグメント番号,貸方勘定科目セグメントコード,貸方勘定科目セグメント名,事業セグメント順序番号,事業セグメントコード,組織タイプ名
13919,0001-20100110-56-2143-1-4747,0,,,,,,,,,,,account,旅費,2010-01-10,ISO4217:JPY,726,旅費交通費,TravelingExpense,18858,部門,020,東京,111,現金,CashHand,18858,部門,000,共通部門,,,
13920,0001-20100110-56-2143-1-4747,1,,,,,,,,,,,account,旅費,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,942,部門,020,東京,111,現金,CashHand,942,部門,000,共通部門,,,
13922,0001-20100110-62-2144-1-4749,,,,,2144-4749,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13924,0001-20100110-62-2144-1-4749,1,,,,,,,,,,,account,引き出し,2010-01-10,ISO4217:JPY,111,現金,CashHand,1000000,部門,000,共通部門,121,当座預金,CheckingAccounts,1000000,,,,,,
13925,0001-20100110-62-2144-1-4749,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13926,0001-20100110-62-2144-1-4749,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,001,みずほ銀行,,,
13927,0001-20100110-64-2145-1-4751,,,,,2145-4751,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13928,0001-20100110-64-2145-1-4751,0,,,,,,,,,,,account,源泉税支払,2010-01-10,ISO4217:JPY,326,預り金,DepositsReceivedOther,436489,,,,131,普通預金,OrdinaryDeposit,436489,,,,,,
13929,0001-20100110-64-2145-1-4751,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13930,0001-20100110-64-2145-1-4751,0,1,,,,,,,,,,,,,,,,,,補助科目,003,源泉税,,,,,,,,,,
13932,0001-20100110-64-2145-1-4751,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13933,0001-20100110-64-2145-1-4751,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
13934,0001-20100110-64-2145-1-4751,2,,,,,,,,,,,account,住民税支払,2010-01-10,ISO4217:JPY,326,預り金,DepositsReceivedOther,449500,,,,131,普通預金,OrdinaryDeposit,449500,,,,,,
13935,0001-20100110-64-2145-1-4751,2,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13936,0001-20100110-64-2145-1-4751,2,1,,,,,,,,,,,,,,,,,,補助科目,002,住民税,,,,,,,,,,
13937,0001-20100110-67-2146-1-4753,,,,,2146-4753,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13938,0001-20100110-67-2146-1-4753,0,,,,,,,,,,,account,有線,2010-01-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,5000,部門,010,札幌,322,未払金,AccountsPayableOther,5000,部門,000,共通部門,,,
13939,0001-20100110-67-2146-1-4753,1,,,,,,,,,,,account,有線,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,250,部門,010,札幌,322,未払金,AccountsPayableOther,250,部門,000,共通部門,,,
13941,0001-20100110-67-2146-1-4753,3,,,,,,,,,,,account,警備料,2010-01-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,34286,部門,010,札幌,322,未払金,AccountsPayableOther,34286,部門,000,共通部門,,,
13942,0001-20100110-67-2146-1-4753,4,,,,,,,,,,,account,警備料,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1714,部門,010,札幌,322,未払金,AccountsPayableOther,1714,部門,000,共通部門,,,
13943,0001-20100110-71-2147-1-4755,,,,,2147-4755,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13944,0001-20100110-71-2147-1-4755,0,,,,,,,,,,,account,お茶他,2010-01-10,ISO4217:JPY,791,雑費,MiscellaneousExpense,3005,部門,040,大阪,111,現金,CashHand,3005,部門,000,共通部門,,,
13945,0001-20100110-71-2147-1-4755,1,,,,,,,,,,,account,お茶他,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,150,部門,040,大阪,111,現金,CashHand,150,部門,000,共通部門,,,
13947,0001-20100110-89-2148-1-4757,,,,,2148-4757,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13949,0001-20100110-89-2148-1-4757,1,,,,,,,,,,,account,10年1月10日伝票No409株式会社　チェック,2010-01-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,1038562,部門,000,共通部門,152,売掛金,AccountsReceivableTradeGross,1038562,部門,000,共通部門,customer,003,㈱ﾁｪｯｸ
13950,0001-20100110-90-2149-1-4759,,,,,2149-4759,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13952,0001-20100110-90-2149-1-4759,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13953,0001-20100110-90-2149-1-4759,0,1,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,,,,,,,,
13954,0001-20100110-90-2149-1-4759,1,,,,,,,,,,,account,10年1月10日伝票No410株式会社　藤田東京本社,2010-01-10,ISO4217:JPY,131,普通預金,OrdinaryDeposit,15422792,,,,152,売掛金,AccountsReceivableTradeGross,15422792,部門,000,共通部門,customer,014,㈱藤田
13955,0001-20100110-90-2149-1-4759,2,,,,,,,,,,,account,10年1月10日伝票No410株式会社　藤田東京本社,2010-01-10,ISO4217:JPY,741,支払手数料,CommissionExpense,700,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,700,部門,000,共通部門,customer,014,㈱藤田
13956,0001-20100110-90-2149-1-4759,3,,,,,,,,,,,account,10年1月10日伝票No410株式会社　藤田東京本社,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,部門,020,東京,152,売掛金,AccountsReceivableTradeGross,35,部門,000,共通部門,customer,014,㈱藤田
13958,0001-20100110-91-2150-1-4761,,,,,2150-4761,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13960,0001-20100110-91-2150-1-4761,0,0,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,,,,,,,,
13961,0001-20100110-91-2150-1-4761,0,1,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,,,,,,,,
13962,0001-20100110-91-2150-1-4761,1,,,,,,,,,,,account,10年1月10日伝票No411株式会社　ミナミ,2010-01-10,ISO4217:JPY,131,普通預金,OrdinaryDeposit,936646,,,,152,売掛金,AccountsReceivableTradeGross,936646,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
13963,0001-20100110-91-2150-1-4761,2,,,,,,,,,,,account,10年1月10日伝票No411株式会社　ミナミ,2010-01-10,ISO4217:JPY,741,支払手数料,CommissionExpense,700,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,700,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
13964,0001-20100110-91-2150-1-4761,3,,,,,,,,,,,account,10年1月10日伝票No411株式会社　ミナミ,2010-01-10,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,35,部門,030,名古屋,152,売掛金,AccountsReceivableTradeGross,35,部門,000,共通部門,customer,019,㈱ﾐﾅﾐ
13966,0001-20100110-92-2151-1-4763,,,,,2151-4763,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13968,0001-20100110-92-2151-1-4763,1,,,,,,,,,,,account,10年1月10日伝票No412かめだデパート,2010-01-10,ISO4217:JPY,150,受取手形,NotesReceivableGross,8667020,部門,000,共通部門,152,売掛金,AccountsReceivableTradeGross,8667020,部門,000,共通部門,customer,028,かめだﾃﾞﾊﾟｰﾄ
13969,0001-20100110-93-2152-1-4765,,,,,2152-4765,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13971,0001-20100110-93-2152-1-4765,1,,,,,,,,,,,account,10年1月10日伝票No318株式会社　チェック,2010-01-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,3992957,部門,000,共通部門,301,支払手形,NotesPayableCustomerTradeAccountsPayable,3992957,部門,000,共通部門,vendor,003,㈱ﾁｪｯｸ
13972,0001-20100110-94-2153-1-4767,,,,,2153-4767,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13974,0001-20100110-94-2153-1-4767,1,,,,,,,,,,,account,10年1月10日伝票No319株式会社　山下,2010-01-10,ISO4217:JPY,312,買掛金,NotesPayableCustomerTradeAccountsPayable,406123,部門,000,共通部門,131,普通預金,OrdinaryDeposit,406123,,,,vendor,008,㈱山下
13975,0001-20100110-94-2153-1-4767,1,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13976,0001-20100110-94-2153-1-4767,1,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
13977,0001-20100111-129-2167-1-4795,,,,,2167-4795,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13978,0001-20100111-129-2167-1-4795,0,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,747,地代家賃,LandHouseRent,380000,部門,030,名古屋,131,普通預金,OrdinaryDeposit,380000,,,,,,
13979,0001-20100111-129-2167-1-4795,1,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,19000,部門,030,名古屋,131,普通預金,OrdinaryDeposit,19000,,,,,,
13981,0001-20100111-129-2167-1-4795,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13982,0001-20100111-129-2167-1-4795,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,30,三井　名古屋,,,
13983,0001-20100111-147-2168-1-4797,,,,,2168-4797,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13984,0001-20100111-147-2168-1-4797,0,,,,,,,,,,,account,ガソリン代,2010-01-11,ISO4217:JPY,740,車両費,VehiclesExpense,6265,部門,050,九州,322,未払金,AccountsPayableOther,6265,部門,000,共通部門,,,
13985,0001-20100111-147-2168-1-4797,1,,,,,,,,,,,account,ガソリン代,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,313,部門,050,九州,322,未払金,AccountsPayableOther,313,部門,000,共通部門,,,
13987,0001-20100111-167-2169-1-4799,,,,,2169-4799,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13988,0001-20100111-167-2169-1-4799,0,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,747,地代家賃,LandHouseRent,600000,部門,050,九州,131,普通預金,OrdinaryDeposit,600000,,,,,,
13989,0001-20100111-167-2169-1-4799,1,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,30000,部門,050,九州,131,普通預金,OrdinaryDeposit,30000,,,,,,
13991,0001-20100111-167-2169-1-4799,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13992,0001-20100111-167-2169-1-4799,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
13993,0001-20100111-167-2169-1-4799,3,,,,,,,,,,,account,電話代,2010-01-11,ISO4217:JPY,727,通信費,CommunicationCost,115776,部門,050,九州,131,普通預金,OrdinaryDeposit,115776,,,,,,
13994,0001-20100111-167-2169-1-4799,4,,,,,,,,,,,account,電話代,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5788,部門,050,九州,131,普通預金,OrdinaryDeposit,5788,,,,,,
13996,0001-20100111-167-2169-1-4799,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
13997,0001-20100111-167-2169-1-4799,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,50,福岡　北九州,,,
13998,0001-20100111-33-2161-1-4783,,,,,2161-4783,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
13999,0001-20100111-33-2161-1-4783,0,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,747,地代家賃,LandHouseRent,304762,部門,010,札幌,131,普通預金,OrdinaryDeposit,304762,,,,,,
14000,0001-20100111-33-2161-1-4783,1,,,,,,,,,,,account,家賃支払い,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,15238,部門,010,札幌,131,普通預金,OrdinaryDeposit,15238,,,,,,
14002,0001-20100111-33-2161-1-4783,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
14003,0001-20100111-33-2161-1-4783,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
14004,0001-20100111-33-2161-1-4783,3,,,,,,,,,,,account,電話代,2010-01-11,ISO4217:JPY,727,通信費,CommunicationCost,168556,部門,010,札幌,131,普通預金,OrdinaryDeposit,168556,,,,,,
14005,0001-20100111-33-2161-1-4783,4,,,,,,,,,,,account,電話代,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,8427,部門,010,札幌,131,普通預金,OrdinaryDeposit,8427,,,,,,
14007,0001-20100111-33-2161-1-4783,5,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
14008,0001-20100111-33-2161-1-4783,5,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,10,北海道　駅前,,,
14009,0001-20100111-65-2162-1-4785,,,,,2162-4785,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14010,0001-20100111-65-2162-1-4785,0,,,,,,,,,,,account,家賃支払,2010-01-11,ISO4217:JPY,747,地代家賃,LandHouseRent,1200000,部門,020,東京,131,普通預金,OrdinaryDeposit,1200000,,,,,,
14011,0001-20100111-65-2162-1-4785,1,,,,,,,,,,,account,家賃支払,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,60000,部門,020,東京,131,普通預金,OrdinaryDeposit,60000,,,,,,
14013,0001-20100111-65-2162-1-4785,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
14014,0001-20100111-65-2162-1-4785,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,20,みずほ　本店,,,
14015,0001-20100111-66-2163-1-4787,,,,,2163-4787,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14016,0001-20100111-66-2163-1-4787,0,,,,,,,,,,,account,家賃支払,2010-01-11,ISO4217:JPY,747,地代家賃,LandHouseRent,800000,部門,040,大阪,131,普通預金,OrdinaryDeposit,800000,,,,,,
14017,0001-20100111-66-2163-1-4787,1,,,,,,,,,,,account,家賃支払,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,40000,部門,040,大阪,131,普通預金,OrdinaryDeposit,40000,,,,,,
14019,0001-20100111-66-2163-1-4787,2,,0,,,,,,,,,,,,,,,,,,,,,,,,部門,000,共通部門,,,
14020,0001-20100111-66-2163-1-4787,2,,1,,,,,,,,,,,,,,,,,,,,,,,,補助科目,40,三菱東京　梅田,,,
14021,0001-20100111-73-2164-1-4789,,,,,2164-4789,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14022,0001-20100111-73-2164-1-4789,0,,,,,,,,,,,account,新年会会費2名,2010-01-11,ISO4217:JPY,733,交際接待費,EntertainmentExpense,15239,部門,020,東京,111,現金,CashHand,15239,部門,000,共通部門,,,
14023,0001-20100111-73-2164-1-4789,1,,,,,,,,,,,account,新年会会費2名,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,761,部門,020,東京,111,現金,CashHand,761,部門,000,共通部門,,,
14025,0001-20100111-76-2165-1-4791,,,,,2165-4791,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14026,0001-20100111-76-2165-1-4791,0,,,,,,,,,,,account,社員食事代,2010-01-11,ISO4217:JPY,724,福利厚生費,WelfareExpense,27534,部門,020,東京,322,未払金,AccountsPayableOther,27534,部門,000,共通部門,,,
14027,0001-20100111-76-2165-1-4791,1,,,,,,,,,,,account,社員食事代,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1376,部門,020,東京,322,未払金,AccountsPayableOther,1376,部門,000,共通部門,,,
14029,0001-20100111-94-2166-1-4793,,,,,2166-4793,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14030,0001-20100111-94-2166-1-4793,0,,,,,,,,,,,account,お茶代他,2010-01-11,ISO4217:JPY,791,雑費,MiscellaneousExpense,1940,部門,030,名古屋,111,現金,CashHand,1940,部門,000,共通部門,,,
14031,0001-20100111-94-2166-1-4793,1,,,,,,,,,,,account,お茶代他,2010-01-11,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,96,部門,030,名古屋,111,現金,CashHand,96,部門,000,共通部門,,,
14033,0001-20100112-151-2173-1-4807,,,,,2173-4807,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14034,0001-20100112-151-2173-1-4807,0,,,,,,,,,,,account,飲食代　居酒屋佐助4名,2010-01-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,17755,部門,040,大阪,111,現金,CashHand,17755,部門,000,共通部門,,,
14035,0001-20100112-151-2173-1-4807,1,,,,,,,,,,,account,飲食代　居酒屋佐助4名,2010-01-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,887,部門,040,大阪,111,現金,CashHand,887,部門,000,共通部門,,,
14037,0001-20100112-153-2174-1-4809,,,,,2174-4809,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14038,0001-20100112-153-2174-1-4809,0,,,,,,,,,,,account,新年会会費2名,2010-01-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,15239,部門,030,名古屋,111,現金,CashHand,15239,部門,000,共通部門,,,
14039,0001-20100112-153-2174-1-4809,1,,,,,,,,,,,account,新年会会費2名,2010-01-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,761,部門,030,名古屋,111,現金,CashHand,761,部門,000,共通部門,,,
14041,0001-20100112-43-2171-1-4803,,,,,2171-4803,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14042,0001-20100112-43-2171-1-4803,0,,,,,,,,,,,account,コーヒー代3名,2010-01-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,1500,部門,020,東京,111,現金,CashHand,1500,部門,000,共通部門,,,
14043,0001-20100112-43-2171-1-4803,1,,,,,,,,,,,account,コーヒー代3名,2010-01-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,75,部門,020,東京,111,現金,CashHand,75,部門,000,共通部門,,,
14045,0001-20100112-57-2172-1-4805,,,,,2172-4805,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14046,0001-20100112-57-2172-1-4805,0,,,,,,,,,,,account,JR代,2010-01-12,ISO4217:JPY,726,旅費交通費,TravelingExpense,100639,部門,020,東京,111,現金,CashHand,100639,部門,000,共通部門,,,
14047,0001-20100112-57-2172-1-4805,1,,,,,,,,,,,account,JR代,2010-01-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,5031,部門,020,東京,111,現金,CashHand,5031,部門,000,共通部門,,,
14049,0001-20100112-9-2170-1-4801,,,,,2170-4801,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14050,0001-20100112-9-2170-1-4801,0,,,,,,,,,,,account,新年会会費　たかだ,2010-01-12,ISO4217:JPY,733,交際接待費,EntertainmentExpense,6667,部門,010,札幌,111,現金,CashHand,6667,部門,000,共通部門,,,
14051,0001-20100112-9-2170-1-4801,1,,,,,,,,,,,account,新年会会費　たかだ,2010-01-12,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,333,部門,010,札幌,111,現金,CashHand,333,部門,000,共通部門,,,
14053,0001-20100113-11-2175-1-4811,,,,,2175-4811,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14054,0001-20100113-11-2175-1-4811,0,,,,,,,,,,,account,ガソリン代,2010-01-13,ISO4217:JPY,740,車両費,VehiclesExpense,3058,部門,010,札幌,111,現金,CashHand,3058,部門,000,共通部門,,,
14055,0001-20100113-11-2175-1-4811,1,,,,,,,,,,,account,ガソリン代,2010-01-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,152,部門,010,札幌,111,現金,CashHand,152,部門,000,共通部門,,,
14057,0001-20100113-17-2176-1-4813,,,,,2176-4813,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14058,0001-20100113-17-2176-1-4813,0,,,,,,,,,,,account,駐車代,2010-01-13,ISO4217:JPY,740,車両費,VehiclesExpense,286,部門,010,札幌,111,現金,CashHand,286,部門,000,共通部門,,,
14059,0001-20100113-17-2176-1-4813,1,,,,,,,,,,,account,駐車代,2010-01-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,14,部門,010,札幌,111,現金,CashHand,14,部門,000,共通部門,,,
14061,0001-20100113-17-2176-1-4813,3,,,,,,,,,,,account,駐車代,2010-01-13,ISO4217:JPY,740,車両費,VehiclesExpense,762,部門,010,札幌,111,現金,CashHand,762,部門,000,共通部門,,,
14062,0001-20100113-17-2176-1-4813,4,,,,,,,,,,,account,駐車代,2010-01-13,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,38,部門,010,札幌,111,現金,CashHand,38,部門,000,共通部門,,,
14063,0001-20100114-23-2177-1-4815,,,,,2177-4815,gj,PCA会計９V.2-仕訳ﾃﾞｰﾀの受入,General Journal,manual entry,pca,2008-08-19,,,,,,,,,,,,,,,,,,,,,
14064,0001-20100114-23-2177-1-4815,0,,,,,,,,,,,account,旅費,2010-01-14,ISO4217:JPY,726,旅費交通費,TravelingExpense,26667,部門,010,札幌,111,現金,CashHand,26667,部門,000,共通部門,,,
14065,0001-20100114-23-2177-1-4815,1,,,,,,,,,,,account,旅費,2010-01-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1333,部門,010,札幌,111,現金,CashHand,1333,部門,000,共通部門,,,
14067,0001-20100114-23-2177-1-4815,3,,,,,,,,,,,account,旅費,2010-01-14,ISO4217:JPY,726,旅費交通費,TravelingExpense,29524,部門,010,札幌,111,現金,CashHand,29524,部門,000,共通部門,,,
14068,0001-20100114-23-2177-1-4815,4,,,,,,,,,,,account,旅費,2010-01-14,ISO4217:JPY,191,仮払消費税等,SuspenseAccountPaymentConsumptionTaxes,1476,部門,010,札幌,111,現金,CashHand,1476,部門,000,共通部門,,,
